Fecha_Hora,pH,Oxigeno_Disuelto_mgL,Turbidez_NTU,Temperatura_C,Indice_Calidad_Agua,Clasificacion,Temporada,hora_sin,hora_cos,dia_semana,dia_mes,pH_lag1,turb_lag1,OD_lag1,temp_lag1,pH_lag2,turb_lag2,OD_lag2,temp_lag2,pH_lag4,turb_lag4,OD_lag4,temp_lag4,pH_lag8,turb_lag8,OD_lag8,temp_lag8,pH_lag16,turb_lag16,OD_lag16,temp_lag16,turb_delta1,turb_delta4,turb_delta8,pH_delta1,OD_delta1,temp_delta1,turb_mean_4,turb_std_4,turb_max_4,OD_mean_4,turb_mean_8,turb_std_8,turb_max_8,OD_mean_8,turb_mean_16,turb_std_16,turb_max_16,OD_mean_16,turb_log,anomalia
2026-04-15 08:45:00,7.21,10.81,0.35,25.12,96.3,EXCELENTE,SECO,0.8660254037844387,-0.4999999999999998,2,15,7.26,0.35,11.26,24.93,7.22,0.35,10.7,25.23,7.23,0.36,10.82,24.98,7.16,0.49,10.74,25.44,7.12,0.24,10.99,23.91,0.0,-0.010000000000000009,-0.14,-0.04999999999999982,-0.4499999999999993,0.19000000000000128,0.3650000000000004,0.030000000000303294,0.41,10.854999999999999,0.35874999999999996,0.023566016692458946,0.41,10.9725,0.36312499999999986,0.05287958018032177,0.49,10.959375,0.3001045924503381,0
2026-04-15 09:00:00,7.3,10.71,0.47,24.86,96.0,EXCELENTE,SECO,0.7071067811865476,-0.7071067811865475,2,15,7.21,0.35,10.81,25.12,7.26,0.35,11.26,24.93,7.24,0.41,10.65,24.36,7.17,0.37,11.21,24.51,7.1,0.39,10.66,24.09,0.12,0.06,0.09999999999999998,0.08999999999999986,-0.09999999999999964,-0.26000000000000156,0.3800000000000004,0.06000000000015121,0.47,10.87,0.37124999999999997,0.04611708700880826,0.47,10.91,0.36812499999999987,0.059016240702993765,0.49,10.9625,0.3852624007906449,0
2026-04-15 09:15:00,7.28,10.33,0.34,24.83,96.4,EXCELENTE,SECO,0.7071067811865476,-0.7071067811865475,2,15,7.3,0.47,10.71,24.86,7.21,0.35,10.81,25.12,7.22,0.35,10.7,25.23,7.19,0.35,11.52,24.34,7.12,0.28,10.53,24.15,-0.12999999999999995,-0.009999999999999953,-0.009999999999999953,-0.019999999999999574,-0.3800000000000008,-0.030000000000001137,0.37750000000000045,0.061846584384411665,0.47,10.7775,0.37,0.04690415759708579,0.47,10.76125,0.37187499999999984,0.0547988746847384,0.49,10.950000000000001,0.29266961396282,0
2026-04-15 09:30:00,7.26,10.93,0.39,25.04,97.0,EXCELENTE,SECO,0.7071067811865476,-0.7071067811865475,2,15,7.28,0.34,10.33,24.83,7.3,0.47,10.71,24.86,7.26,0.35,11.26,24.93,7.1,0.33,10.81,25.23,7.14,0.27,11.62,24.14,0.04999999999999999,0.040000000000000036,0.06,-0.020000000000000462,0.5999999999999996,0.21000000000000085,0.3875000000000004,0.059090326337606094,0.47,10.695,0.3775,0.04432026302018158,0.47,10.77625,0.3793749999999999,0.04767511580178483,0.49,10.906875,0.3293037471426004,0
2026-04-15 09:45:00,7.17,11.02,0.39,25.12,94.3,EXCELENTE,SECO,0.7071067811865476,-0.7071067811865475,2,15,7.26,0.39,10.93,25.04,7.28,0.34,10.33,24.83,7.21,0.35,10.81,25.12,7.23,0.36,10.82,24.98,7.14,0.41,11.1,24.62,0.0,0.040000000000000036,0.030000000000000027,-0.08999999999999986,0.08999999999999986,0.08000000000000185,0.39750000000000046,0.0537742193498404,0.47,10.747499999999999,0.38125,0.04389516732145037,0.47,10.80125,0.3781249999999999,0.04707706447992418,0.49,10.901875,0.3293037471426004,0
2026-04-15 10:00:00,7.18,11.29,0.45,24.92,96.1,EXCELENTE,SECO,0.49999999999999994,-0.8660254037844387,2,15,7.17,0.39,11.02,25.12,7.26,0.39,10.93,25.04,7.3,0.47,10.71,24.86,7.24,0.41,10.65,24.36,7.14,0.32,10.91,24.83,0.06,-0.019999999999999962,0.040000000000000036,0.009999999999999787,0.2699999999999996,-0.1999999999999993,0.39250000000000046,0.045000000000201136,0.45,10.892499999999998,0.38625,0.04955156044717078,0.47,10.88125,0.38624999999999987,0.04759201613765551,0.49,10.925625,0.37156355643248307,0
2026-04-15 10:15:00,7.22,10.79,0.4,25.83,96.2,EXCELENTE,SECO,0.49999999999999994,-0.8660254037844387,2,15,7.18,0.45,11.29,24.92,7.17,0.39,11.02,25.12,7.28,0.34,10.33,24.83,7.22,0.35,10.7,25.23,7.17,0.39,11.03,24.58,-0.04999999999999999,0.06,0.050000000000000044,0.040000000000000036,-0.5,0.9099999999999966,0.4075000000000005,0.02872281323300439,0.45,11.0075,0.39249999999999996,0.04743416490139317,0.47,10.8925,0.3868749999999999,0.04771006183235206,0.49,10.910625000000001,0.33647223662121295,0
2026-04-15 10:30:00,7.2,11.19,0.45,25.32,97.1,EXCELENTE,SECO,0.49999999999999994,-0.8660254037844387,2,15,7.22,0.4,10.79,25.83,7.18,0.45,11.29,24.92,7.26,0.39,10.93,25.04,7.26,0.35,11.26,24.93,7.16,0.39,10.98,24.21,0.04999999999999999,0.06,0.10000000000000003,-0.019999999999999574,0.40000000000000036,-0.509999999999998,0.4225000000000005,0.032015621187445366,0.45,11.0725,0.40499999999999997,0.047809144372253844,0.47,10.88375,0.3906249999999999,0.05026181453197667,0.49,10.92375,0.37156355643248307,0
2026-04-15 10:45:00,7.31,10.76,0.52,24.61,96.3,EXCELENTE,SECO,0.49999999999999994,-0.8660254037844387,2,15,7.2,0.45,11.19,25.32,7.22,0.4,10.79,25.83,7.17,0.39,11.02,25.12,7.21,0.35,10.81,25.12,7.16,0.49,10.74,25.44,0.07,0.13,0.17000000000000004,0.10999999999999943,-0.4299999999999997,-0.7100000000000009,0.45500000000000046,0.0493288286233438,0.52,11.007499999999999,0.42625,0.05680480361887296,0.52,10.8775,0.3924999999999999,0.054589376256253416,0.52,10.925,0.41871033485818504,0
2026-04-15 11:00:00,7.31,10.52,0.35,25.12,96.8,EXCELENTE,SECO,0.258819045102521,-0.9659258262890682,2,15,7.31,0.52,10.76,24.61,7.2,0.45,11.19,25.32,7.18,0.45,11.29,24.92,7.3,0.47,10.71,24.86,7.17,0.37,11.21,24.51,-0.17000000000000004,-0.10000000000000003,-0.12,0.0,-0.2400000000000002,0.5100000000000016,0.4300000000000005,0.07257180352371465,0.52,10.814999999999998,0.41125,0.05938674695736857,0.52,10.85375,0.3912499999999999,0.055362442143088456,0.52,10.881875,0.3001045924503381,0
2026-04-15 11:15:00,7.26,10.28,0.5,25.4,95.8,EXCELENTE,SECO,0.258819045102521,-0.9659258262890682,2,15,7.31,0.35,10.52,25.12,7.31,0.52,10.76,24.61,7.22,0.4,10.79,25.83,7.28,0.34,10.33,24.83,7.19,0.35,11.52,24.34,0.15000000000000002,0.09999999999999998,0.15999999999999998,-0.04999999999999982,-0.2400000000000002,0.2799999999999976,0.4550000000000004,0.07593857166608126,0.52,10.6875,0.43125,0.058903674393334174,0.52,10.8475,0.4006249999999999,0.060384186672064466,0.52,10.804375,0.4054651081081644,0
2026-04-15 11:30:00,7.26,10.25,0.39,24.74,95.4,EXCELENTE,SECO,0.258819045102521,-0.9659258262890682,2,15,7.26,0.5,10.28,25.4,7.31,0.35,10.52,25.12,7.2,0.45,11.19,25.32,7.26,0.39,10.93,25.04,7.1,0.33,10.81,25.23,-0.10999999999999999,-0.06,0.0,0.0,-0.02999999999999936,-0.6600000000000001,0.44000000000000045,0.08286535263114862,0.52,10.452499999999999,0.43125,0.058903674393334174,0.52,10.7625,0.40437499999999993,0.05750000000040602,0.52,10.769375,0.3293037471426004,0
2026-04-15 11:45:00,7.26,10.66,0.33,25.95,96.8,EXCELENTE,SECO,0.258819045102521,-0.9659258262890682,2,15,7.26,0.39,10.25,24.74,7.26,0.5,10.28,25.4,7.31,0.52,10.76,24.61,7.17,0.39,11.02,25.12,7.23,0.36,10.82,24.98,-0.06,-0.19,-0.06,0.0,0.41000000000000014,1.2100000000000009,0.39250000000000046,0.07588368291900069,0.5,10.4275,0.42374999999999996,0.06802048010841066,0.52,10.7175,0.4024999999999999,0.0594978991229666,0.52,10.759375,0.2851789422336624,0
2026-04-15 12:00:00,7.26,11.02,0.38,24.56,97.0,EXCELENTE,SECO,1.2246467991473532e-16,-1.0,2,15,7.26,0.33,10.66,25.95,7.26,0.39,10.25,24.74,7.31,0.35,10.52,25.12,7.18,0.45,11.29,24.92,7.24,0.41,10.65,24.36,0.04999999999999999,0.030000000000000027,-0.07,0.0,0.35999999999999943,-1.3900000000000006,0.40000000000000047,0.07164728420080842,0.5,10.5525,0.41500000000000004,0.06866065623177932,0.52,10.68375,0.4006249999999999,0.059718087712574384,0.52,10.782499999999999,0.3220834991691133,0
2026-04-15 12:15:00,7.25,10.84,0.41,25.46,96.6,EXCELENTE,SECO,1.2246467991473532e-16,-1.0,2,15,7.26,0.38,11.02,24.56,7.26,0.33,10.66,25.95,7.26,0.5,10.28,25.4,7.22,0.4,10.79,25.83,7.22,0.35,10.7,25.23,0.02999999999999997,-0.09000000000000002,0.009999999999999953,-0.009999999999999787,-0.17999999999999972,0.9000000000000021,0.3775000000000005,0.03403429642803695,0.41,10.692499999999999,0.41624999999999995,0.06843923269091677,0.52,10.69,0.40437499999999993,0.05819149422421366,0.52,10.79125,0.3435897043900769,0
2026-04-15 12:30:00,7.29,10.99,0.41,25.7,96.2,EXCELENTE,SECO,1.2246467991473532e-16,-1.0,2,15,7.25,0.41,10.84,25.46,7.26,0.38,11.02,24.56,7.26,0.39,10.25,24.74,7.2,0.45,11.19,25.32,7.26,0.35,11.26,24.93,0.0,0.019999999999999962,-0.040000000000000036,0.040000000000000036,0.15000000000000036,0.23999999999999844,0.38250000000000045,0.037749172176593994,0.41,10.8775,0.41125,0.06706872807506564,0.52,10.665000000000001,0.40812499999999985,0.05635822921319172,0.52,10.774375,0.3435897043900769,0
2026-04-15 12:45:00,7.23,10.32,0.55,25.59,94.6,EXCELENTE,SECO,1.2246467991473532e-16,-1.0,2,15,7.29,0.41,10.99,25.7,7.25,0.41,10.84,25.46,7.26,0.33,10.66,25.95,7.31,0.52,10.76,24.61,7.21,0.35,10.81,25.12,0.14000000000000007,0.22000000000000003,0.030000000000000027,-0.05999999999999961,-0.6699999999999999,-0.10999999999999943,0.43750000000000044,0.07632168761248637,0.55,10.7925,0.41500000000000004,0.07445036697525409,0.55,10.61,0.4206249999999999,0.06423589339338667,0.55,10.74375,0.4382549309311553,0
2026-04-15 13:00:00,7.21,10.42,0.43,24.23,96.3,EXCELENTE,SECO,-0.2588190451025208,-0.9659258262890683,2,15,7.23,0.55,10.32,25.59,7.29,0.41,10.99,25.7,7.26,0.38,11.02,24.56,7.31,0.35,10.52,25.12,7.3,0.47,10.71,24.86,-0.12000000000000005,0.04999999999999999,0.08000000000000002,-0.020000000000000462,0.09999999999999964,-1.3599999999999994,0.45000000000000046,0.06733003292254688,0.55,10.6425,0.425,0.06969320524294925,0.55,10.5975,0.4181249999999999,0.062951701062904,0.55,10.725625,0.35767444427181594,0
2026-04-15 13:15:00,7.34,10.79,0.52,25.68,95.6,EXCELENTE,SECO,-0.2588190451025208,-0.9659258262890683,2,15,7.21,0.43,10.42,24.23,7.23,0.55,10.32,25.59,7.25,0.41,10.84,25.46,7.26,0.5,10.28,25.4,7.28,0.34,10.33,24.83,0.09000000000000002,0.11000000000000004,0.020000000000000018,0.1299999999999999,0.3699999999999992,1.4499999999999993,0.4775000000000005,0.06800735254380823,0.55,10.63,0.4275,0.07304597378095053,0.55,10.66125,0.4293749999999999,0.06413202528154807,0.55,10.754375,0.41871033485818504,0
2026-04-15 13:30:00,7.18,10.38,0.32,24.91,94.9,EXCELENTE,SECO,-0.2588190451025208,-0.9659258262890683,2,15,7.34,0.52,10.79,25.68,7.21,0.43,10.42,24.23,7.29,0.41,10.99,25.7,7.26,0.39,10.25,24.74,7.26,0.39,10.93,25.04,-0.2,-0.08999999999999997,-0.07,-0.16000000000000014,-0.40999999999999837,-0.7699999999999996,0.45500000000000046,0.10344080432797248,0.55,10.4775,0.41874999999999996,0.08184261900505872,0.55,10.6775,0.4249999999999999,0.06918574034230728,0.55,10.719999999999999,0.2776317365982795,0
2026-04-15 13:45:00,7.27,10.59,0.32,25.21,95.8,EXCELENTE,SECO,-0.2588190451025208,-0.9659258262890683,2,15,7.18,0.32,10.38,24.91,7.34,0.52,10.79,25.68,7.23,0.55,10.32,25.59,7.26,0.33,10.66,25.95,7.17,0.39,11.02,25.12,0.0,-0.23000000000000004,-0.010000000000000009,0.08999999999999986,0.20999999999999908,0.3000000000000007,0.3975000000000004,0.09673847907296976,0.52,10.545,0.4175,0.08345229603898631,0.55,10.668750000000001,0.4206249999999999,0.07361781940114684,0.55,10.693125,0.2776317365982795,0
2026-04-15 14:00:00,7.28,10.44,0.37,25.09,96.8,EXCELENTE,SECO,-0.4999999999999997,-0.8660254037844388,2,15,7.27,0.32,10.59,25.21,7.18,0.32,10.38,24.91,7.21,0.43,10.42,24.23,7.26,0.38,11.02,24.56,7.18,0.45,11.29,24.92,0.04999999999999999,-0.06,-0.010000000000000009,0.010000000000000675,-0.15000000000000036,-0.120000000000001,0.38250000000000045,0.09464847243010029,0.52,10.549999999999999,0.41625,0.08416607731931822,0.55,10.59625,0.4156249999999999,0.07420411039859307,0.55,10.64,0.31481073984003355,0
2026-04-15 14:15:00,7.3,10.1,0.44,24.95,95.4,EXCELENTE,SECO,-0.4999999999999997,-0.8660254037844388,2,15,7.28,0.37,10.44,25.09,7.27,0.32,10.59,25.21,7.34,0.52,10.79,25.68,7.25,0.41,10.84,25.46,7.22,0.4,10.79,25.83,0.07,-0.08000000000000002,0.030000000000000027,0.019999999999999574,-0.33999999999999986,-0.14000000000000057,0.36250000000000043,0.05678908345816283,0.44,10.3775,0.42,0.08451542547221823,0.55,10.50375,0.41812499999999986,0.0743163283990351,0.55,10.596874999999999,0.3646431135879093,0
2026-04-15 14:30:00,7.26,10.34,0.31,25.91,94.9,EXCELENTE,SECO,-0.4999999999999997,-0.8660254037844388,2,15,7.3,0.44,10.1,24.95,7.28,0.37,10.44,25.09,7.18,0.32,10.38,24.91,7.29,0.41,10.99,25.7,7.2,0.45,11.19,25.32,-0.13,-0.010000000000000009,-0.09999999999999998,-0.040000000000000036,0.2400000000000002,0.9600000000000009,0.36000000000000043,0.05944184833390971,0.44,10.3675,0.4075,0.09315885051064228,0.55,10.4225,0.40937499999999993,0.07844052949026616,0.55,10.54375,0.27002713721306015,0
2026-04-15 14:45:00,7.26,10.41,0.29,25.32,96.0,EXCELENTE,SECO,-0.4999999999999997,-0.8660254037844388,2,15,7.26,0.31,10.34,25.91,7.3,0.44,10.1,24.95,7.27,0.32,10.59,25.21,7.23,0.55,10.32,25.59,7.31,0.52,10.76,24.61,-0.020000000000000018,-0.030000000000000027,-0.26000000000000006,0.0,0.07000000000000028,-0.5899999999999999,0.3525000000000005,0.06751543033523187,0.44,10.3225,0.375,0.08088792952443202,0.52,10.43375,0.39499999999999985,0.0778888096372865,0.55,10.521875,0.2546422183735807,0
2026-04-15 15:00:00,7.13,10.14,0.29,24.82,95.3,EXCELENTE,SECO,-0.7071067811865471,-0.7071067811865479,2,15,7.26,0.29,10.41,25.32,7.26,0.31,10.34,25.91,7.28,0.37,10.44,25.09,7.21,0.43,10.42,24.23,7.31,0.35,10.52,25.12,0.0,-0.08000000000000002,-0.14,-0.1299999999999999,-0.2699999999999996,-0.5,0.33250000000000046,0.0722841614741312,0.44,10.2475,0.3575,0.08241879119927233,0.52,10.39875,0.3912499999999999,0.08155775050057162,0.55,10.498125,0.2546422183735807,0
2026-04-15 15:15:00,7.24,10.52,0.31,24.57,96.4,EXCELENTE,SECO,-0.7071067811865471,-0.7071067811865479,2,15,7.13,0.29,10.14,24.82,7.26,0.29,10.41,25.32,7.3,0.44,10.1,24.95,7.34,0.52,10.79,25.68,7.26,0.5,10.28,25.4,0.020000000000000018,-0.13,-0.21000000000000002,0.11000000000000032,0.379999999999999,-0.25,0.30000000000000043,0.0115470053845881,0.31,10.3525,0.33125,0.0505505404792956,0.44,10.364999999999998,0.3793749999999999,0.07844052949026802,0.55,10.513124999999999,0.27002713721306015,0
2026-04-15 15:30:00,7.24,9.91,0.24,25.15,96.2,EXCELENTE,SECO,-0.7071067811865471,-0.7071067811865479,2,15,7.24,0.31,10.52,24.57,7.13,0.29,10.14,24.82,7.26,0.31,10.34,25.91,7.18,0.32,10.38,24.91,7.26,0.39,10.25,24.74,-0.07,-0.07,-0.08000000000000002,0.0,-0.6099999999999994,0.5799999999999983,0.2825000000000004,0.02986078811225674,0.31,10.245000000000001,0.32125000000000004,0.060104076399955006,0.44,10.30625,0.3699999999999999,0.08571269839827525,0.55,10.491874999999999,0.2151113796169455,0
2026-04-15 15:45:00,7.29,10.8,0.23,24.98,96.6,EXCELENTE,SECO,-0.7071067811865471,-0.7071067811865479,2,15,7.24,0.24,9.91,25.15,7.24,0.31,10.52,24.57,7.26,0.29,10.41,25.32,7.27,0.32,10.59,25.21,7.26,0.33,10.66,25.95,-0.009999999999999981,-0.05999999999999997,-0.09,0.04999999999999982,0.8900000000000006,-0.16999999999999815,0.2675000000000004,0.03862210075442736,0.31,10.342500000000001,0.31,0.06824326235632595,0.44,10.3325,0.36374999999999985,0.0922225568938917,0.55,10.500625,0.20701416938432615,0
2026-04-15 16:00:00,7.18,9.88,1.0,24.7,94.5,EXCELENTE,LLUVIA,-0.8660254037844385,-0.5000000000000004,2,15,7.29,0.23,10.8,24.98,7.24,0.24,9.91,25.15,7.13,0.29,10.14,24.82,7.28,0.37,10.44,25.09,7.26,0.38,11.02,24.56,0.77,0.71,0.63,-0.11000000000000032,-0.9199999999999999,-0.28000000000000114,0.4450000000000004,0.37170777052233467,1.0,10.2775,0.38875000000000004,0.25508751999467827,1.0,10.2625,0.40249999999999986,0.184047095422286,1.0,10.429375,0.6931471805599453,0
2026-04-15 16:15:00,7.13,9.83,3.51,24.79,93.7,EXCELENTE,LLUVIA,-0.8660254037844385,-0.5000000000000004,2,15,7.18,1.0,9.88,24.7,7.29,0.23,10.8,24.98,7.24,0.31,10.52,24.57,7.3,0.44,10.1,24.95,7.25,0.41,10.84,25.46,2.51,3.1999999999999997,3.07,-0.04999999999999982,-0.05000000000000071,0.08999999999999986,1.2450000000000003,1.5524711484168334,3.51,10.105,0.7725,1.1349606664046168,3.51,10.228750000000002,0.5962499999999998,0.7984975474811291,3.51,10.36625,1.506297153514587,0
2026-04-15 16:30:00,7.2,10.63,11.57,24.76,84.0,BUENA,LLUVIA,-0.8660254037844385,-0.5000000000000004,2,15,7.13,3.51,9.83,24.79,7.18,1.0,9.88,24.7,7.24,0.24,9.91,25.15,7.26,0.31,10.34,25.91,7.29,0.41,10.99,25.7,8.06,11.33,11.26,0.07000000000000028,0.8000000000000007,-0.029999999999997584,4.077500000000001,5.187609436596656,11.57,10.285,2.18,3.9558383615685133,11.57,10.265,1.2937499999999997,2.853867259234979,11.57,10.34375,2.531313022602156,1
2026-04-15 16:45:00,7.33,10.7,14.69,24.34,80.6,BUENA,LLUVIA,-0.8660254037844385,-0.5000000000000004,2,15,7.2,11.57,10.63,24.76,7.13,3.51,9.83,24.79,7.29,0.23,10.8,24.98,7.26,0.29,10.41,25.32,7.23,0.55,10.32,25.59,3.119999999999999,14.459999999999999,14.4,0.1299999999999999,0.06999999999999851,-0.4200000000000017,7.692500000000001,6.488011379973579,14.69,10.26,3.9800000000000004,5.813145202285685,14.69,10.301250000000001,2.1774999999999998,4.386179050912844,14.69,10.3675,2.753023566744941,1
2026-04-15 17:00:00,7.26,10.68,11.04,25.07,83.4,BUENA,LLUVIA,-0.9659258262890683,-0.25881904510252063,2,15,7.33,14.69,10.7,24.34,7.2,11.57,10.63,24.76,7.18,1.0,9.88,24.7,7.13,0.29,10.14,24.82,7.21,0.43,10.42,24.23,-3.6500000000000004,10.04,10.75,-0.07000000000000028,-0.019999999999999574,0.7300000000000004,10.2025,4.743369934269657,14.69,10.459999999999999,5.3237499999999995,6.074899029143255,14.69,10.36875,2.8406249999999997,4.878749113929378,14.69,10.38375,2.488234439880675,1
2026-04-15 17:15:00,7.28,10.35,9.15,24.31,88.0,BUENA,LLUVIA,-0.9659258262890683,-0.25881904510252063,2,15,7.26,11.04,10.68,25.07,7.33,14.69,10.7,24.34,7.13,3.51,9.83,24.79,7.24,0.31,10.52,24.57,7.34,0.52,10.79,25.68,-1.8899999999999988,5.640000000000001,8.84,0.020000000000000462,-0.33000000000000007,-0.7600000000000016,11.6125,2.299599602829441,14.69,10.59,6.428750000000001,5.831749155638098,14.69,10.3475,3.38,5.078063935530287,14.69,10.35625,2.3174737054877963,1
2026-04-15 17:30:00,7.22,10.38,7.09,25.21,87.0,BUENA,LLUVIA,-0.9659258262890683,-0.25881904510252063,2,15,7.28,9.15,10.35,24.31,7.26,11.04,10.68,25.07,7.2,11.57,10.63,24.76,7.24,0.24,9.91,25.15,7.18,0.32,10.38,24.91,-2.0600000000000005,-4.48,6.85,-0.0600000000000005,0.030000000000001137,0.9000000000000021,10.4925,3.2299677500969968,14.69,10.5275,7.285,5.268998278339331,14.69,10.40625,3.803125,5.088136160062282,14.69,10.35625,2.0906287310704004,1
2026-04-15 17:45:00,7.27,10.07,6.43,24.62,88.8,BUENA,LLUVIA,-0.9659258262890683,-0.25881904510252063,2,15,7.22,7.09,10.38,25.21,7.28,9.15,10.35,24.31,7.33,14.69,10.7,24.34,7.29,0.23,10.8,24.98,7.27,0.32,10.59,25.21,-0.6600000000000001,-8.26,6.199999999999999,0.04999999999999982,-0.3100000000000005,-0.5899999999999999,8.427500000000002,2.0917357226316438,11.04,10.370000000000001,8.059999999999999,4.479945790488348,14.69,10.315,4.185,5.038333057668975,14.69,10.32375,2.005525858729668,1
2026-04-15 18:00:00,7.19,10.4,5.11,25.1,90.3,EXCELENTE,LLUVIA,-1.0,-1.8369701987210297e-16,2,15,7.27,6.43,10.07,24.62,7.22,7.09,10.38,25.21,7.26,11.04,10.68,25.07,7.18,1.0,9.88,24.7,7.28,0.37,10.44,25.09,-1.3199999999999994,-5.929999999999999,4.11,-0.07999999999999918,0.33000000000000007,0.4800000000000004,6.945000000000001,1.6847848527334268,9.15,10.3,8.57375,3.7270591144838487,14.69,10.38,4.481249999999999,4.937402657268294,14.69,10.32125,1.809926773183504,1
2026-04-15 18:15:00,7.15,10.64,3.35,24.16,93.6,EXCELENTE,LLUVIA,-1.0,-1.8369701987210297e-16,2,15,7.19,5.11,10.4,25.1,7.27,6.43,10.07,24.62,7.28,9.15,10.35,24.31,7.13,3.51,9.83,24.79,7.3,0.44,10.1,24.95,-1.7600000000000002,-5.800000000000001,-0.1599999999999997,-0.040000000000000036,0.2400000000000002,-0.9400000000000013,5.495000000000001,1.6499999999999984,7.09,10.3725,8.55375,3.758411280999306,14.69,10.481250000000001,4.663125,4.8310657468099105,14.69,10.355,1.4701758451005926,0
2026-04-15 18:30:00,7.18,10.25,1.38,23.88,95.3,EXCELENTE,LLUVIA,-1.0,-1.8369701987210297e-16,2,15,7.15,3.35,10.64,24.16,7.19,5.11,10.4,25.1,7.22,7.09,10.38,25.21,7.2,11.57,10.63,24.76,7.26,0.31,10.34,25.91,-1.9700000000000002,-5.71,-10.190000000000001,0.02999999999999936,-0.39000000000000057,-0.28000000000000114,4.067500000000001,2.1913218993718524,6.43,10.34,7.28,4.280604096219528,14.69,10.43375,4.7299999999999995,4.773856582121699,14.69,10.349375,0.8671004876833833,0
2026-04-15 18:45:00,7.12,10.52,1.0,23.66,95.2,EXCELENTE,LLUVIA,-1.0,-1.8369701987210297e-16,2,15,7.18,1.38,10.25,23.88,7.15,3.35,10.64,24.16,7.27,6.43,10.07,24.62,7.33,14.69,10.7,24.34,7.26,0.29,10.41,25.32,-0.3799999999999999,-5.43,-13.69,-0.05999999999999961,0.2699999999999996,-0.21999999999999886,2.710000000000001,1.9028575003574666,5.11,10.4525,5.5687500000000005,3.573079654063938,11.04,10.411249999999999,4.774375,4.732958157079636,14.69,10.356250000000001,0.6931471805599453,0
2026-04-15 19:00:00,7.14,10.59,0.23,24.85,95.4,EXCELENTE,SECO,-0.9659258262890684,0.2588190451025203,2,15,7.12,1.0,10.52,23.66,7.18,1.38,10.25,23.88,7.19,5.11,10.4,25.1,7.26,11.04,10.68,25.07,7.13,0.29,10.14,24.82,-0.77,-4.88,-10.809999999999999,0.019999999999999574,0.07000000000000028,1.1900000000000013,1.4900000000000009,1.3290848982163135,3.35,10.5,4.2175,3.2365976403801304,9.15,10.4,4.770625,4.736770304402216,14.69,10.384374999999999,0.20701416938432615,0
2026-04-15 19:15:00,7.21,10.36,0.2,23.89,95.0,EXCELENTE,SECO,-0.9659258262890684,0.2588190451025203,2,15,7.14,0.23,10.59,24.85,7.12,1.0,10.52,23.66,7.15,3.35,10.64,24.16,7.28,9.15,10.35,24.31,7.24,0.31,10.52,24.57,-0.03,-3.15,-8.950000000000001,0.07000000000000028,-0.23000000000000043,-0.9600000000000009,0.7025000000000009,0.5840305357313686,1.38,10.43,3.09875,2.8062910830591106,7.09,10.40125,4.76375,4.743750801493126,14.69,10.374375,0.18232155679395465,0
2026-04-15 19:30:00,7.1,10.71,0.24,24.49,96.2,EXCELENTE,SECO,-0.9659258262890684,0.2588190451025203,2,15,7.21,0.2,10.36,23.89,7.14,0.23,10.59,24.85,7.18,1.38,10.25,23.88,7.22,7.09,10.38,25.21,7.24,0.24,9.91,25.15,0.03999999999999998,-1.14,-6.85,-0.11000000000000032,0.3500000000000014,0.5999999999999979,0.41750000000000087,0.38870511530808294,1.0,10.545,2.2425,2.4349816661087282,6.43,10.442499999999999,4.76375,4.743750801493126,14.69,10.424375000000001,0.2151113796169455,0
2026-04-15 19:45:00,7.1,10.63,0.16,24.02,95.8,EXCELENTE,SECO,-0.9659258262890684,0.2588190451025203,2,15,7.1,0.24,10.71,24.49,7.21,0.2,10.36,23.89,7.12,1.0,10.52,23.66,7.27,6.43,10.07,24.62,7.29,0.23,10.8,24.98,-0.07999999999999999,-0.84,-6.27,0.0,-0.08000000000000007,-0.46999999999999886,0.2075000000000009,0.035939764421464716,0.24,10.5725,1.45875,1.8280156102803087,5.11,10.512500000000001,4.7593749999999995,4.748241033968966,14.69,10.41375,0.1484200051182733,0
2026-04-15 20:00:00,7.01,10.43,0.19,23.53,95.3,EXCELENTE,SECO,-0.8660254037844386,0.5000000000000001,2,15,7.1,0.16,10.63,24.02,7.1,0.24,10.71,24.49,7.14,0.23,10.59,24.85,7.19,5.11,10.4,25.1,7.18,1.0,9.88,24.7,0.03,-0.04000000000000001,-4.92,-0.08999999999999986,-0.20000000000000107,-0.48999999999999844,0.1975000000000009,0.03304037933605481,0.24,10.5325,0.84375,1.1112276030202803,3.35,10.51625,4.708749999999999,4.795082029190603,14.69,10.448125000000001,0.17395330712343804,0
2026-04-15 20:15:00,7.08,10.43,0.13,24.22,97.1,EXCELENTE,SECO,-0.8660254037844386,0.5000000000000001,2,15,7.01,0.19,10.43,23.53,7.1,0.16,10.63,24.02,7.21,0.2,10.36,23.89,7.15,3.35,10.64,24.16,7.13,3.51,9.83,24.79,-0.06,-0.07,-3.22,0.07000000000000028,0.0,0.6899999999999977,0.18000000000000088,0.04690415759827437,0.24,10.55,0.44125,0.47447527408095147,1.38,10.49,4.4975,4.924131733954052,14.69,10.485624999999999,0.12221763272424921,0
